TARIFF,EFF_DATE,CHANGE,SUB_CHAP,DESC1,DESC2,DESC3,FOOTNOTE,UOM,MFN,AUT,NZT,CCCT,LDCT,GPT,UST,MXT,CIAT,CT,CRT,IT,NT,SLT,PT,COLT,JT,PAT,HNT,KRT,CEUT,CPTPT,UKT,row_id,UAT,General Tariff
"0201.20.20.10","01/01/98 00:00:00",0,,"Veal",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,26984,,
"0201.20.20.30","06/06/14 00:00:00",0,,"Of bison
",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,26985,,
"0201.20.20.9","01/01/98 00:00:00",0,,"Other:",,,,,,,,,,,,,,,,,,,,,,,,,,,,26986,,
"0201.20.20.91","01/01/98 00:00:00",0,,"Rib",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,26987,,
"0201.20.20.93","01/01/98 00:00:00",0,,"Loin",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,26988,,
"0201.20.20.99","01/01/98 00:00:00",0,,"Other",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,26989,,
"0201.30","01/01/98 00:00:00",0,,"Boneless",,,,,,,,,,,,,,,,,,,,,,,,,,,,26990,,
"0201.30.10","09/01/19 00:00:00",0,,"Within access commitment",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free",,,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",26991,"Free","35%"
"0201.30.10.10","01/01/98 00:00:00",0,,"Veal",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,26992,,
"0201.30.10.9","01/01/98 00:00:00",0,,"Other:",,,,,,,,,,,,,,,,,,,,,,,,,,,,26993,,
"0201.30.10.95","01/01/98 00:00:00",0,,"Loin",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,26994,,
"0201.30.10.99","01/01/98 00:00:00",0,,"Other",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,26995,,
"0201.30.20.10","01/01/98 00:00:00",0,,"Veal",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,26997,,
"0201.30.20.50","06/06/14 00:00:00",0,,"Of bison
",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,26998,,
"0201.30.20.60","06/06/14 00:00:00",0,,"Other, processed
",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,26999,,
"0201.30.20.9","01/01/98 00:00:00",0,,"Other:",,,,,,,,,,,,,,,,,,,,,,,,,,,,27000,,
"0201.30.20.92","01/01/98 00:00:00",0,,"Chuck",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,27001,,
"0201.30.20.93","01/01/98 00:00:00",0,,"Rib",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,27002,,
"0201.30.20.95","01/01/98 00:00:00",0,,"Loin",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,27004,,
"0201.30.20.99","01/01/98 00:00:00",0,,"Other",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,27005,,
"02.02","01/01/98 00:00:00",0,,"Meat of bovine animals, frozen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,27006,,
"0202.10","01/01/98 00:00:00",0,,"Carcasses and half-carcasses",,,,,,,,,,,,,,,,,,,,,,,,,,,,27007,,
"0202.10.10","01/01/19 00:00:00",0,,"Within access commitment",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free",,,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27008,"Free","35%"
"0202.10.10.10","01/01/98 00:00:00",0,,"Veal",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,27009,,
"0202.10.10.90","01/01/98 00:00:00",0,,"Other",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,27010,,
"0202.10.20.10","01/01/98 00:00:00",0,,"Veal",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,27012,,
"0202.10.20.90","01/01/98 00:00:00",0,,"Other",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,27013,,
"0202.20","01/01/98 00:00:00",0,,"Other cuts with bone in",,,,,,,,,,,,,,,,,,,,,,,,,,,,27014,,
"0202.20.10.10","01/01/98 00:00:00",0,,"Veal",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,27016,,
"0202.20.10.90","01/01/17 00:00:00",0,,"Other",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,27017,,
"0202.20.20.10","01/01/98 00:00:00",0,,"Veal",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,27019,,
"0202.20.20.30","06/06/14 00:00:00",0,,"Of bison
",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,27020,,
"0202.20.20.90","01/01/17 00:00:00",0,,"Other",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,27021,,
"0202.30","01/01/98 00:00:00",0,,"Boneless",,,,,,,,,,,,,,,,,,,,,,,,,,,,27022,,
"0202.30.10","01/01/19 00:00:00",0,,"Within access commitment",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free",,,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27023,"Free","35%"
"0202.30.10.10","01/01/98 00:00:00",0,,"Veal",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,27024,,
"0202.30.10.70","01/01/14 00:00:00",0,,"Other, processed
",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,27025,,
"0202.30.10.8","01/01/14 00:00:00",0,,"Other, quarters:",,,,,,,,,,,,,,,,,,,,,,,,,,,,27026,,
"0202.30.10.81","01/01/14 00:00:00",0,,"Forequarter
",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,27027,,
"0202.30.10.82","01/01/14 00:00:00",0,,"Hindquarter
",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,27028,,
"0202.30.10.9","01/01/98 00:00:00",0,,"Other:",,,,,,,,,,,,,,,,,,,,,,,,,,,,27029,,
"0202.30.10.95","01/01/98 00:00:00",0,,"Eye of round, outside round, inside round, outside flat and sirloin tip",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,27030,,
"0202.30.10.96","01/01/14 00:00:00",0,,"Hip
",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,27031,,
"0202.30.10.97","01/01/98 00:00:00",0,,"Loin",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,27032,,
"0202.30.10.99","01/01/98 00:00:00",0,,"Other",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,27033,,
"0202.30.20.10","01/01/98 00:00:00",0,,"Veal",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,27035,,
"0202.30.20.50","06/06/14 00:00:00",0,,"Of bison
",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,27036,,
"0202.30.20.9","01/01/98 00:00:00",0,,"Other:",,,,,,,,,,,,,,,,,,,,,,,,,,,,27037,,
"0202.30.20.95","01/01/98 00:00:00",0,,"Eye of round, outside round, inside round, outside flat and sirloin tip",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,27038,,
"0202.30.20.97","01/01/98 00:00:00",0,,"Loin",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,27039,,
"0202.30.20.99","01/01/98 00:00:00",0,,"Other",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,27040,,
"02.03","01/01/98 00:00:00",0,,"Meat of swine, fresh, chilled or frozen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,27041,,
"0203.1","01/01/98 00:00:00",0,,"Fresh or chilled:",,,,,,,,,,,,,,,,,,,,,,,,,,,,27042,,
"0203.11.00","04/01/21 00:00:00",0,,"Carcasses and half-carcasses",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free",,,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27043,"Free","35%"
"0203.11.00.00","01/01/98 00:00:00",0,,"Carcasses and half-carcasses",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free",,,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27044,"Free","35%"
"0203.12.00","04/01/21 00:00:00",0,,"Hams, shoulders and cuts thereof, with bone in",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free",,,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27045,"Free","35%"
"0203.12.00.00","01/01/98 00:00:00",0,,"Hams, shoulders and cuts thereof, with bone in",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free",,,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27046,"Free","35%"
"0203.19.00","04/01/21 00:00:00",0,,"Other",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free",,,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27047,"Free","35%"
"0203.19.00.10","01/01/98 00:00:00",0,,"Spare ribs",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,27048,,
"0203.19.00.20","01/01/12 00:00:00",0,,"Back ribs",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,27049,,
"0203.19.00.9","01/01/98 00:00:00",0,,"Other:",,,,,,,,,,,,,,,,,,,,,,,,,,,,27050,,
"0203.19.00.91","01/01/98 00:00:00",0,,"Processed",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,27051,,
"0203.19.00.99","01/01/98 00:00:00",0,,"Other",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,27052,,
"0203.2","01/01/98 00:00:00",0,,"Frozen:",,,,,,,,,,,,,,,,,,,,,,,,,,,,27053,,
"0203.21.00","04/01/21 00:00:00",0,,"Carcasses and half-carcasses",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free",,,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27054,"Free","35%"
"0203.21.00.00","01/01/98 00:00:00",0,,"Carcasses and half-carcasses",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free",,,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27055,"Free","35%"
"0203.22.00","04/01/21 00:00:00",0,,"Hams, shoulders and cuts thereof, with bone in",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free",,,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27056,"Free","35%"
"0203.22.00.00","01/01/98 00:00:00",0,,"Hams, shoulders and cuts thereof, with bone in",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free",,,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27057,"Free","35%"
"0203.29.00","04/01/21 00:00:00",0,,"Other",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free",,,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27058,"Free","35%"
"0203.29.00.10","01/01/98 00:00:00",0,,"Spare ribs",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,27059,,
"0203.29.00.20","01/01/12 00:00:00",0,,"Back ribs",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,27060,,
"0203.29.00.90","01/01/98 00:00:00",0,,"Other",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,27061,,
"02.04","01/01/98 00:00:00",0,,"Meat of sheep or goats, fresh, chilled or frozen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,27062,,
"0204.10.00","04/01/21 00:00:00",0,,"Carcasses and half-carcasses of lamb, fresh or chilled",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27063,"Free","35%"
"0204.10.00.00","01/01/98 00:00:00",0,,"Carcasses and half-carcasses of lamb, fresh or chilled",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27064,"Free","35%"
"0204.2","01/01/98 00:00:00",0,,"Other meat of sheep, fresh or chilled:",,,,,,,,,,,,,,,,,,,,,,,,,,,,27065,,
"0204.21.00","04/01/21 00:00:00",0,,"Carcasses and half-carcasses",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27066,"Free","35%"
"0204.21.00.00","01/01/98 00:00:00",0,,"Carcasses and half-carcasses",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27067,"Free","35%"
"0204.22.00","04/01/21 00:00:00",0,,"Other cuts with bone in",,,,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27068,"Free","35%"
"0204.22.00.00","01/01/19 00:00:00",0,,"Other cuts with bone in",,,,"KGM","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27069,"Free","35%"
"0204.23.00","04/01/21 00:00:00",0,,"Boneless",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27072,"Free","35%"
"0204.23.00.00","01/01/12 00:00:00",0,,"Boneless",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27073,"Free","35%"
"0204.30.00","04/01/21 00:00:00",0,,"Carcasses and half-carcasses of lamb, frozen",,,,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27074,"Free","35%"
"0204.4","01/01/98 00:00:00",0,,"Other meat of sheep, frozen:",,,,,,,,,,,,,,,,,,,,,,,,,,,,27076,,
"0204.41.00","04/01/21 00:00:00",0,,"Carcasses and half-carcasses",,,,,"2 %","Free","Free","Free","Free","Free","Free","Free",,"Free","Free","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27077,"Free","35%"
"0204.41.00.00","01/01/98 00:00:00",0,,"Carcasses and half-carcasses",,,,"KGM","2 %","Free","Free","Free","Free","Free","Free","Free",,"Free","Free","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27078,"Free","35%"
"0204.42","01/01/98 00:00:00",0,,"Other cuts with bone in",,,,,,,,,,,,,,,,,,,,,,,,,,,,27079,,
"0204.42.10","04/01/21 00:00:00",0,,"Of lamb",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27080,"Free","35%"
"0204.42.10.00","01/01/98 00:00:00",0,,"Of lamb",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27081,"Free","35%"
"0204.42.20","04/01/21 00:00:00",0,,"Of mutton",,,,,"2 %","Free","Free","Free","Free","Free","Free","Free",,"Free","Free","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27082,"Free","35%"
"0204.42.20.00","01/01/98 00:00:00",0,,"Of mutton",,,,"KGM","2 %","Free","Free","Free","Free","Free","Free","Free",,"Free","Free","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27083,"Free","35%"
"0204.43.10","04/01/21 00:00:00",0,,"Of lamb",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27085,"Free","35%"
"0204.43.10.00","01/01/98 00:00:00",0,,"Of lamb",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27086,"Free","35%"
"0204.43.20","04/01/21 00:00:00",0,,"Of mutton",,,,,"2.5 %","Free","Free","Free","Free","Free","Free","Free",,"Free","Free","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27087,"Free","35%"
"0204.43.20.00","01/01/98 00:00:00",0,,"Of mutton",,,,"KGM","2.5 %","Free","Free","Free","Free","Free","Free","Free",,"Free","Free","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27088,"Free","35%"
"0204.50.00","04/01/21 00:00:00",0,,"Meat of goats",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27089,"Free","35%"
"0204.50.00.00","01/01/98 00:00:00",0,,"Meat of goats",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27090,"Free","35%"
"0205.00.00","04/01/21 00:00:00",0,,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen.",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free",,,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27091,"Free","35%"
"0205.00.00.00","01/01/98 00:00:00",0,,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen.",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free",,,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27092,"Free","35%"
"02.06","01/01/98 00:00:00",0,,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,27093,,
"0206.10.00","04/01/21 00:00:00",0,,"Of bovine animals, fresh or chilled",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free",,"Free",,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27094,"Free","35%"
"0206.10.00.00","01/01/98 00:00:00",0,,"Of bovine animals, fresh or chilled",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free",,"Free",,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27095,"Free","35%"
"0206.2","01/01/98 00:00:00",0,,"Of bovine animals, frozen:",,,,,,,,,,,,,,,,,,,,,,,,,,,,27096,,
"0206.21.00","04/01/21 00:00:00",0,,"Tongues",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free",,"Free",,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27097,"Free","35%"
"0206.21.00.00","01/01/98 00:00:00",0,,"Tongues",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free",,"Free",,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27098,"Free","35%"
"0206.22.00","04/01/21 00:00:00",0,,"Livers",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free",,"Free",,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27099,"Free","35%"
"0206.22.00.00","01/01/98 00:00:00",0,,"Livers",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free",,"Free",,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27100,"Free","35%"
"0206.29.00","04/01/21 00:00:00",0,,"Other",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free",,"Free",,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27101,"Free","35%"
"0206.29.00.00","01/01/98 00:00:00",0,,"Other",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free",,"Free",,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27102,"Free","35%"
"0206.30.00","04/01/21 00:00:00",0,,"Of swine, fresh or chilled",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free",,"Free",,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27103,"Free","35%"
"0206.30.00.00","01/01/98 00:00:00",0,,"Of swine, fresh or chilled",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free",,"Free",,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27104,"Free","35%"
"0206.4","01/01/98 00:00:00",0,,"Of swine, frozen:",,,,,,,,,,,,,,,,,,,,,,,,,,,,27105,,
"0206.41.00","04/01/21 00:00:00",0,,"Livers",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free",,"Free",,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27106,"Free","35%"
"0206.41.00.00","01/01/98 00:00:00",0,,"Livers",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free",,"Free",,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27107,"Free","35%"
"0206.49.00","04/01/21 00:00:00",0,,"Other",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free",,"Free",,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27108,"Free","35%"
"0206.49.00.00","01/01/98 00:00:00",0,,"Other",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free",,"Free",,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27109,"Free","35%"
"0206.80.00","04/01/21 00:00:00",0,,"Other, fresh or chilled",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free",,"Free",,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27110,"Free","35%"
"0206.80.00.00","01/01/98 00:00:00",0,,"Other, fresh or chilled",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free",,"Free",,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27111,"Free","35%"
"0206.90.00","04/01/21 00:00:00",0,,"Other, frozen",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free",,"Free",,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27112,"Free","35%"
"0206.90.00.00","01/01/98 00:00:00",0,,"Other, frozen",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free",,"Free",,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27113,"Free","35%"
"02.07","01/01/02 00:00:00",0,,"Meat and edible offal, of the poultry of heading 01.05, fresh, chilled or frozen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,27114,,
"0207.1","01/01/17 00:00:00",0,,"Of fowls of the species Gallus domesticus:",,,,,,,,,,,,,,,,,,,,,,,,,,,,27115,,
"0207.11","01/01/98 00:00:00",0,,"Not cut in pieces, fresh or chilled",,,,,,,,,,,,,,,,,,,,,,,,,,,,27116,,
"0207.11.10","01/01/22 00:00:00",0,,"Spent fowl",,,,,"8 %",,,"Free","Free","5 %","Free",,,"Free","Free",,"Free",,"Free","Free","Free",,"Free","Free","Free","Free","Free",27117,"Free","35%"
"0207.11.10.00","01/01/98 00:00:00",0,,"Spent fowl",,,,"KGM","8 %",,,"Free","Free","5 %","Free",,,"Free","Free",,"Free",,"Free","Free","Free",,"Free","Free","Free","Free","Free",27118,"Free","35%"
"0207.11.9","01/01/98 00:00:00",0,,"Other:",,,,,,,,,,,,,,,,,,,,,,,,,,,,27119,,
"0207.11.91","01/01/19 00:00:00",0,,"Within access commitment",,,,,"5 % but not less than 4.74 ¢/kg or more than 9.48 ¢",,,"Free","Free",,"Free",,,"Free",,,"Free",,"Free","Free","Free",,,,"Free","Free","Free",27120,"Free","35%"
"0207.11.91.00","01/01/98 00:00:00",0,,"Within access commitment",,,,"KGM","5 % but not less than 4.74 ¢/kg or more than 9.48 ¢/kg",,,"Free","Free",,"Free",,,"Free",,,"Free",,"Free","Free","Free",,,,"Free","Free","Free",27121,"Free","35%"
"0207.11.92.00","01/01/98 00:00:00",0,,"Over access commitment",,,,"KGM","238 % but not less than $1.67/kg",,,,,,,,,,,,,,,,,,,,,,,27122,,"238 % but not less than $1.67/kg"
"0207.12","01/01/98 00:00:00",0,,"Not cut in pieces, frozen",,,,,,,,,,,,,,,,,,,,,,,,,,,,27123,,
"0207.12.10","01/01/26 00:00:00",1,,"Spent fowl",,,,,"8 %",,,"Free","Free","5 %","Free",,,"Free","Free",,"Free",,"Free","Free","Free",,"Free","Free","Free","Free","Free",27124,"Free","35%"
"0207.12.10.00","01/01/98 00:00:00",0,,"Spent fowl",,,,"KGM","8 %",,,"Free","Free","5 %","Free",,,"Free","Free",,"Free",,"Free","Free","Free",,"Free","Free","Free","2.5 %","Free",27125,"Free","35%"
"0207.12.9","01/01/98 00:00:00",0,,"Other:",,,,,,,,,,,,,,,,,,,,,,,,,,,,27126,,
"0207.12.91","12/30/18 00:00:00",0,,"Within access commitment",,,,,"5 % but not less than 4.74 ¢/kg or more than 9.48 ¢/kg",,,"Free","Free",,"Free",,,"Free",,,"Free",,"Free","Free","Free",,,,"Free","Free","Free",27127,"Free","35%"
"0207.12.91.00","01/01/98 00:00:00",0,,"Within access commitment",,,,"KGM","5 % but not less than 4.74 ¢/kg or more than 9.48 ¢/kg",,,"Free","Free",,"Free",,,"Free",,,"Free",,"Free","Free","Free",,,,"Free","Free","Free",27128,"Free","35%"
"0207.12.92.00","01/01/98 00:00:00",0,,"Over access commitment",,,,"KGM","238 % but not less than $1.67/kg",,,,,,,,,,,,,,,,,,,,,,,27129,,"238 % but not less than $1.67/kg"
"0207.13","01/01/98 00:00:00",0,,"Cuts and offal, fresh or chilled",,,,,,,,,,,,,,,,,,,,,,,,,,,,27130,,
"0207.13.10.00","01/01/98 00:00:00",0,,"Spent fowl",,,,"KGM","4 %",,,"Free","Free","4 %","Free",,,"Free","Free",,"Free",,"Free","Free","Free",,"Free","Free","Free","2 %","Free",27132,"Free","35%"
"0207.13.9","01/01/98 00:00:00",0,,"Other:",,,,,,,,,,,,,,,,,,,,,,,,,,,,27133,,
"0207.13.91","12/30/18 00:00:00",0,,"Within access commitment",,,,,"5 % but not less than 4.74 ¢/kg or more than 9.48 ¢/kg",,,"Free","Free",,"Free",,,"Free",,,"Free",,"Free","Free","Free",,,,"Free","Free","Free",27134,"Free","35%"
"0207.13.91.00","01/01/98 00:00:00",0,,"Within access commitment",,,,"KGM","5 % but not less than 4.74 ¢/kg or more than 9.48 ¢/kg",,,"Free","Free",,"Free",,,"Free",,,"Free",,"Free","Free","Free",,,,"Free","Free","Free",27135,"Free","35%"
"0207.13.92.00","01/01/98 00:00:00",0,,"Over access commitment, bone in",,,,"KGM","249 % but not less than $3.78/kg",,,,,,,,,,,,,,,,,,,,,,,27136,,"249 % but not less than $3.78/kg"
"0207.13.93.00","01/01/98 00:00:00",0,,"Over access commitment, boneless",,,,"KGM","249 % but not less than $6.74/kg",,,,,,,,,,,,,,,,,,,,,,,27137,,"249 % but not less than $6.74/kg"
"0207.14","01/01/98 00:00:00",0,,"Cuts and offal, frozen",,,,,,,,,,,,,,,,,,,,,,,,,,,,27138,,
"0207.14.10","01/01/26 00:00:00",1,,"Spent fowl",,,,,"9 %",,,"Free","Free","5 %","Free",,,"Free","Free",,"Free",,"Free","Free","Free",,"Free","Free","Free","Free","Free",27139,"Free","35%"
"0207.14.10.10","01/01/98 00:00:00",0,,"Leg quarters",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,27140,,
"0207.14.10.20","01/01/98 00:00:00",0,,"Legs, excluding leg quarters",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,27141,,
"0207.14.10.30","01/01/98 00:00:00",0,,"Wings, wing tips or parts thereof",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,27142,,
"0207.14.10.40","01/01/12 00:00:00",0,,"Offal",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,27143,,
"0207.14.10.90","01/01/98 00:00:00",0,,"Other",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,27144,,
"0207.14.2","01/01/98 00:00:00",0,,"Livers:",,,,,,,,,,,,,,,,,,,,,,,,,,,,27145,,
"0207.14.21","01/01/19 00:00:00",0,,"Within access commitment",,,,,"Free",,,"Free","Free","Free","Free",,"Free","Free","Free",,"Free",,"Free","Free","Free","Free","Free","Free","Free","Free","Free",27146,"Free","35%"
